"original_id","content","year","region","word","word_id","meaning"
"7083","посиди на рундуке-то.","","Лешук.","рундук (рондук, рандук)","2142","Верхняя или нижняя площадка у крыльца"
"7084","рундук не мой, подпаши только. а рундук уж два года поправить не могу.","","Мезен.","рундук (рондук, рандук)","2142","Верхняя или нижняя площадка у крыльца"
"7085","рундук, или переплетё, – перед дверью амбара.","","Виногр.","рундук (рондук, рандук)","2142","Верхняя или нижняя площадка у крыльца"
"7086","уборну-ту зовут рундуком.","","Холмог.","рундук (рондук, рандук)","2142","Верхняя или нижняя площадка у крыльца"
"7087","у нас рундук в крыльце сделан, сбоку ступенек возвышение, инструменты клали или обувь.","","Красноб.","рундук (рондук, рандук)","2142","Верхняя или нижняя площадка у крыльца"
"7088","старики воды напустят – сделают русло. по руслу вода течёт после дождя. эво по руслу вода руцьем бежит.","","Плесец.","русло","2143","Доска, прикреплённая над дверью, предназначенная для стекания воды во время дождя"
"7089","раньше делали ручейки, выделывали из дерева. ручеёк под крышу ставят, чтобы вода стекала.","","Плесец.","ручеё́к","2144","Жёлоб под крышей для сточной воды"
"7090","степанова изба вон по тому ряду. ступай по этому ряду, там увиделись.","","Виногр.","ряд","2145","Ряд домов с одной стороны улицы"
"7091","они живут по этому ряду.","","Красноб.","ряд","2145","Ряд домов с одной стороны улицы"
"7092","живите по тому-то ряду.","","Мезен.","ряд","2145","Ряд домов с одной стороны улицы"
"7093","изба-то к ряду нова будет.","","Онеж.","ряд","2145","Ряд домов с одной стороны улицы"
"7094","правая сторона ряда улицы. шура в том ряду живёт. деревня-то в несколько рядов.","","Пинеж.","ряд","2145","Ряд домов с одной стороны улицы"
"7095","новый дом построили в середине ряда. все дома в ряду были крашеные.","","Устьян.","ряд","2145","Ряд домов с одной стороны улицы"
"7096","по тому ряду домов прошёлся пожар, многие дома пострадали. вот тут целу ряду нету. так пройдёшь ряд-то. хорош ряд на нашей сторонке","","Холмог.","ряд","2145","Ряд домов с одной стороны улицы"
"7097","в проулке до сей поры своим домом последний рядок закрываем.","","Примор.","рядок","2146","Ряд домов, улица"
"7098","садя брёвна плотно друг к другу, потом тепле в доме.","","Пинеж.","садить","2147","Устанавливать бревно в срубе, пытаясь добиться максимальной плотности паза (минимального расстояния между бревнами) для сохранения тепла в будущем помещении"
"7099","бревно садили, чтобы плотно было с другим бревном.","","Устьян.","садить","2147","Устанавливать бревно в срубе, пытаясь добиться максимальной плотности паза (минимального расстояния между бревнами) для сохранения тепла в будущем помещении"
"7100","к саднику могут быть пристроены баня и туалет с выходом внутрь. надо бы дрова в саднике переклась. станок был, есь вон в саднике ишо.","","Верхнетоем.","садник","2148","Помещение перед входом во двор, под одной крышей с верандой, отделённое от веранды стеной"
"7101","а садник – дрова, бани делают белые.","","Котлас.","садник","2148","Помещение перед входом во двор, под одной крышей с верандой, отделённое от веранды стеной"
"7102","садник – по-настояшшему сарай, дровяник. остальноё в пистерь сложат или на батоги, если холодно, так в ызбы заносят или в садник, чтобы обтекало пистерь-то вон, в саднике стоит. садник – дрова хранили.","","Красноб.","садник","2148","Помещение перед входом во двор, под одной крышей с верандой, отделённое от веранды стеной"
"7103","садник был.","","Примор.","садник","2148","Помещение перед входом во двор, под одной крышей с верандой, отделённое от веранды стеной"
"7104","в саднике у меня дрова. веранду приделают да садник. а там мастерили чего-нибудь.","","Устьян.","садник","2148","Помещение перед входом во двор, под одной крышей с верандой, отделённое от веранды стеной"
"7105","садовик с дедком копали.","","Пинеж.","садовик","2149","Приусадебный участок около дома"
"7106","всё на садовинках было.","","Устьян.","садовинка","2150","Огород"
"7107","садовник-от уж посажён весь. садовник-от у их добёр, мягок. картошку садили в садовниках. садовник полоть пора, а то весь зарос. я захватываю за шиворот с крыльца, да книзу головой, да в садовник. опеть воротьця в садовник настежь","","Устьян.","садовник","2151","Огород, приусадебный участок"
"7108","это место с решёткой-то садок. делаются решёточки из реек и дверки, это садок.","","Плесец.","садок","2152","Место за печкой, где держали кур"
"7109","саццёнко малехоной кортови насадила, да и всё.","","Онеж.","садчёнко","2153","Небольшой огород"
"7110","картошкой-то вывелись, потом привезли, дак и дали всем на сады-ти.","","Холмог.","сады","2154","Огородные посадки"
"7111","да вот в сало-то дровы и положи, стряпуха.","","Онеж.","сало","2155","Отверстие для дров в русской печке"
"7112","сальник – там дрова кладут, чтобы не мокли. сальники жёлтые, махонькие. в сальнике убираться.","","Ленск.","сальник","2156","Помещение, где хранятся дрова"
"7113","а это самоварня, здесь самовар греется.","","Каргоп.","самоварня","2157","Отверстие в печи, в которое вставляют трубу самовара"
"7114","самцы поставим, да и тёсу на крышу надо.","","Вельск.","самцы","2158","Балки, идущие поперёк строения, образующие вместе с продольными балками скелет крыши"
"7115","самцы – брёвна на крыше.","","Плесец.","самцы","2158","Балки, идущие поперёк строения, образующие вместе с продольными балками скелет крыши"
"7116","в саннике сани, хомуты, сбруя, на санях въезжать могли, там распрягут лошадь и во двор поставят, а сани – в саннике.","","Красноб.","санник (санник)","2159","Сарай для дров, хозяйственного инвентаря"
"7117","дрова хранили в саннике. а дрова лежат в саннике, там же у меня косы, рогатины лежат.","","Ленск.","санник (санник)","2159","Сарай для дров, хозяйственного инвентаря"
"7118","санник весь забит дровами.","","Пинеж.","санник (санник)","2159","Сарай для дров, хозяйственного инвентаря"
"7119","перед стайкой место огорожено – это санник называется, там летом скот живёт. коровы теперь нет, санника не надо.","","Котлас.","санник (санник)","2159","Сарай для дров, хозяйственного инвентаря"
"7120","загони корову в санник.","","Красноб.","санник (санник)","2159","Сарай для дров, хозяйственного инвентаря"
"7121","перед стайкой место огорожено – это санник называется, там летом скот живёт. коровы теперь нет, санника не надо.","","Котлас.","санник","2160","Холодная часть помещения для домашнего скота, в которой летом держат корову"
"7122","загони корову в санник.","","Красноб.","санник","2160","Холодная часть помещения для домашнего скота, в которой летом держат корову"
"7123","","","Конош.","сарай","2161","Крыша"
"7124","весь сарай снесло ветром. это всё выкладывается на сарае широко.","","Котлас.","сарай","2161","Крыша"
"7125","сарай стал дыроватый, над домом сарай.","","Ленск.","сарай","2161","Крыша"
"7126","сарай-от над баней, под тёсом.","","Лешук.","сарай","2161","Крыша"
"7127","пойдём на сарай загорать, там сёдни хороша припёка. он, пока нету дождя-то, так сарай переделыва. на малой-то избы сарай-от худой, в ето лето сменить надоть.","","Пинеж.","сарай","2161","Крыша"
"7128","на сарай слезать надо.","","Примор.","сарай","2161","Крыша"
"7129","в сенники ночуй, на сарае.","","Конош.","сарай","2161","Крыша"
"7130","весь сарай снесло ветром. это всё выкладывается на сарае широко.","","Котлас.","сарай","2161","Крыша"
"7131","сарай стал дыроватый, над домом сарай.","","Ленск.","сарай","2161","Крыша"
"7132","сарай-от над баней, под тёсом.","","Лешук.","сарай","2161","Крыша"
"7133","пойдём на сарай загорать, там сёдни хороша припёка. он, пока нету дождя-то, так сарай переделыва. на малой-то избы сарай-от худой, в ето лето сменить надоть.","","Пинеж.","сарай","2161","Крыша"
"7134","на сарай слезать надо.","","Примор.","сарай","2161","Крыша"
"7135","дома сено лежало в сарае.","","Вельск.","сарай","2328","Отдельно стоящее помещение для хранения зерна, сена, дров, хозяйственных принадлежностей"
"7136","батько с сыном новый сарай построили.","","Верхнетоем.","сарай","2328","Отдельно стоящее помещение для хранения зерна, сена, дров, хозяйственных принадлежностей"
"7137","старинный был, большой сарай, обколотил тёсом.","","Каргоп.","сарай","2328","Отдельно стоящее помещение для хранения зерна, сена, дров, хозяйственных принадлежностей"
"7138","шифером кроют, дак какой сарай.","","Красноб.","сарай","2328","Отдельно стоящее помещение для хранения зерна, сена, дров, хозяйственных принадлежностей"
"7139","кто спросит, того на сарай забросит.","","Мезен.","сарай","2328","Отдельно стоящее помещение для хранения зерна, сена, дров, хозяйственных принадлежностей"
"7140","не знаю уж, куды косу положили, там, в сарай, верно.","","Пинеж.","сарай","2328","Отдельно стоящее помещение для хранения зерна, сена, дров, хозяйственных принадлежностей"
"7141","у каждого свой сарай был.","","Плесец.","сарай","2328","Отдельно стоящее помещение для хранения зерна, сена, дров, хозяйственных принадлежностей"
"7142","а сарай на улице, там дрова хранят. в сарае было почти светло из-за широких щелей в стенах. всё есь хозяйсвенно мельница, сарай гумённой.","","Холмог.","сарай","2328","Отдельно стоящее помещение для хранения зерна, сена, дров, хозяйственных принадлежностей"
"7143","коза у нас в сарае стоит.","","Няндом.","сарай","2329","Помещение для скота, лошадей"
"7144","курятник большой на сарае. на сарай положешь, а куры рассыпали.","","Онеж.","сарай","2329","Помещение для скота, лошадей"
"7145","сарай был, где скот держали, во дворе-то. корова в сарае. скот стоял в сарае. поветь – сено держали наверху, а внизу – сарай, там корова стояла. коров держали своих во дворе сарай был, кур держала, тоже во дворе с коровой. в сарае скот держали, там во дворе под одной крышей.","","Холмог.","сарай","2329","Помещение для скота, лошадей"
"7149","а вот рубка, дак там и поздёт на сарай.","","Виногр.","сарай","2327","Помещение над двором, служащее для хранения сена, сельскохозяйственного инвентаря и т.п., поветь."
"7150","большая ли-ко повить-то там, сарай-от отворим дак наверно, на сарай, в горинки. хлевы там, на сарае, на назьму. там, где сено, называли сарай. сено на сарае храницы. тут это, проход на сарай.","","Каргоп.","сарай","2327","Помещение над двором, служащее для хранения сена, сельскохозяйственного инвентаря и т.п., поветь."
"7151","жерновок-то был на сарае. на дворе на сарае была. вёдра-то порозны туда, на сарай он мне на сарай ташшит, там роят. ушла на сарай спать. собака слышит, что на сарае, дак по звозу подходят. села парить на сарае. на сарае висит кака-то обивка. сарай был, хлевы были. сарай тот перекрыт. накидать дров-то на сарай нать. деда на сарай ходит. кровать-то у меня на сарае. до того вчера докыскала на сарае. оделась, ходила на сарай-то. всё лето спим на улице, на сараи. ишь, пришёл, на сарай заберётся. быват, что всё лето спят на сарае. у нас сеновальня так есь на сарае. раньше лучину в зубы и полетишь на сарай. на сарай повесят корыто, усыпят, а сами купаться полетят. иду на сарай, постою. это у нас вешали на сарай голубен. на сарае было соломы, тыкнуло в солому. он обрал на сарай. мы сарай нарочно отворям. с вышки скочил на сарай, да ноги и досадил. ворота на сарай откроют и курят ночью. сходите на сарай, послушаете. на сарае-то есть ещё деревянна кровать. в сарай по звозу ездят, на дровнях, корм-от завозят. в сарае корм дёржат, а двор под низом. я не слышала, кто шёл-то, на сарай ходила. я ещё и посейчас боюсь к ей на сарай выйти. стала сарай мыть. в это место надо, на сарай унести. в сарае куры живут летом, да что не нужно выносим. наверху сарай, внизу двор. в сарае корм для коровы, для овцы. горшок на сарае сними. сашка, проведи мне на сарай свет.","","Онеж.","сарай","2327","Помещение над двором, служащее для хранения сена, сельскохозяйственного инвентаря и т.п., поветь."
"7152","а тот дом – зимовка с сараю. внизу двор, а наверху сарай, там сено клали, а в двору – скотину. сарай стоял, а зъиздо было с той стороны. на кони заижжали на сарай, сено складывали. привус на сарае. на сарай сено хранили. заедё на сарай. ищё по лисвици на сарай.","","Плесец.","сарай","2327","Помещение над двором, служащее для хранения сена, сельскохозяйственного инвентаря и т.п., поветь."
"7153","всё с лучинкою пойдут на сарай ли куда. мне некогда было прибрацце на сарае, на повети-то. к поветю другой раз строят сарай.","","Холмог.","сарай","2327","Помещение над двором, служащее для хранения сена, сельскохозяйственного инвентаря и т.п., поветь."
"7154","сарайчик – уменьш. от сарай. это лесницек, сарайцик.","","Красноб.","сарай","2327","Помещение над двором, служащее для хранения сена, сельскохозяйственного инвентаря и т.п., поветь."
"7155","дрова хранили в сарнике.","","Ленск.","сарник","2162","Сарай"
"7156","крыльцо тоже кто как делал, кто с крышей – свес звали.","","Вельск.","свес","2163","Небольшая крыша над крыльцом"
"7157","со свершки упал и ничего не вередился.","","Ленск.","свершка","2164","Верхнее бревно крыши"
"7158","свинка – деревянной каркас для пеци ето.","","Верхнетоем.","свинка","2165","Деревянный каркас для русской печи"
"7159","под сводом печным и варим.","","Устьян.","свод","2166","Кирпичная дугообразная кладка, соединяющая стены печи"
"7160","","","Ленск.","сводень","2167","Большая балка на крыше"
"7161","у кого возможенье было, дак бели-то красили, да и сволоцки красили, всё окошко красили.","","Лешук.","сволочки (сволоцки)","2168","Перекладинки в оконной раме"
"7162","на сволочках пыли стало много. палки-то, которые делили, назывались сволочками. даже сволочки расписные.","","Мезен.","сволочки (сволоцки)","2168","Перекладинки в оконной раме"
"7163","николка-перевозчик вчера все сволочки перебил палкой. до того он разбушевася, що все сволоцки-ти у рам выхвоста.","","Пинеж.","сволочки (сволоцки)","2168","Перекладинки в оконной раме"
"7164","каменцы сдавали, линёшь ковшом студёнки.","","Верхнетоем.","сдавать","2169","Подкидывать воду в печку в бане для пара и жара"
"7165","натапливали, чтоб пар был, дак сдавали на каменцу.","","Онеж.","сдавать","2169","Подкидывать воду в печку в бане для пара и жара"
"7166","сдаваешь, и пар идёт.","","Примор.","сдавать","2169","Подкидывать воду в печку в бане для пара и жара"
"7167","сдаём на камень.","","Холмог.","сдавать","2169","Подкидывать воду в печку в бане для пара и жара"
"7168","ты не сданула, ведь сичас уж все вымылись.","","Холмог.","сдануть","2170","Подкинуть воды в печку в бане для пара и жара"
"7169","сени-то – это ведь холодный коридор. когда в дом входишь, в сени и попадаешь. в синях витер ходит, поди запри ворота.","","Вельск.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7170","а сени, дак тут у нас вот коридор вроде.","","Верхнетоем.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7171","обрежались на сенях.","","Виногр.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7172","в сенях полно катанок. а колидор дак называли сини, колидоры, а по деревне всё сини и сини. комары летают, надо закрыть сини. сини заложила. дом разделили, дак и сени, была такая же другая половина. на сени даже вынесут усе постели. в сенях стояла, а тепереча не знай где. двери в сени. сени-то к празднику вымыть надоть.","","Каргоп.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7173","а это подволока в сенях, там хламьё навалёно.","","Котлас.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7174","да в сенях у нас ледник, овин.","","Ленск.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7175","а на сенях-то в паханки играли. что в сенях-то стоишь","","Мезен.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7176","в сенях лежат опорки. кабы знала, дак этта, изобиходила бы в сенях. манька, захлопни сени-то, кабы куры не залетели.","","Няндом.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7177","мосты, или сени, бывают нижние или верхние. сени – устройство между поветью и избой. в ушатах и бочонках их храня в погребах, или в подвалах, или в сенях, когды зима холодна быват. подмети сени. давеца кота-то нет, дак пихается в сени. выйду тут в сени, возьму два поленишка, да прозябёт всё в себе дак. на сенях там жалянско называется. нать бы на сени лампоцка провести. а василий сени приколацивал.","","Онеж.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7178","ну потом сени, кто сенями, кто передызьем зовёт, ну то колидор.","","Пинеж.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7179","мы говорим сени – коридор теперь. сени-то не закрыты у тебя. коридор, а раньше сени называлиси. их леший нанесё, полны сени. от венца, когда заходят в сени, жито кинают в молодых. рыбу мыла в сенях. вызвал меня на сени. в сенях лишний лом держали. пилы в сенях хранили. сначала крыльцо, потом заходишь в сени, хоть что клади продукты, бурак, косу, грабли как коридор, только большой. я только зашла на сени, сразу вижу – приехал. я возьму в синях. сени – колидор по-вашему-то.","","Плесец.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7180","а в сенях двери полы, пойду в сени.","","Примор.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7181","комнаты вымыла, ещё сени остались. у их и в сенях-то накрашено. между поветью и квартирой – сени, вода там, обутку там оставлям. крыльцо, сени в избу, горница. в сенях всегда зимой стелили половики, чтобы не подскользнуться. я и то не могу, всё в сенях. раньше много жита сеяли, шестьдесят суслонов на нижних сенях. шкаф в сенях. колидорами не звали, а сени. из кухни-то идут, дак клети были. хранят ягоды в ушатах на погребах или в сенях. в сенях, этта, темно, цуть не упала. молоко ставили в сени остывать. это прежде был белый мост перед сенями. кто напроказит, того на сени. курятник внизу, в синях. в сенях стоит короб. в дом-то зашла и в сени зашла.","","Холмог.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7182","дом большой у отца был, через сени на улицу.","","Шенк.","сени (сини)","2171","Холодный коридор в доме перед жилыми комнатами"
"7183","мы сенки-то покрасили.","","Примор.","сенки","2172","Предбанник"
"7184","в той бане у нас сенки были маленькие. стирать не забирала, а теперича просторны сенки вырубили. ты дверь-то в сенки открой, чтобы не жарко было.","","Шенк.","сенки","2172","Предбанник"
"7185","сеньки таки сделаны.","","Холмог.","сенки (сеньки)","2173","Небольшой коридор перед входом в избу"
"7186","изба начинается с сенок.","","Шенк.","сенки (сеньки)","2173","Небольшой коридор перед входом в избу"
"7187","в синнике-то надоть окошецька заткнуть, а не то снегу налетит. у кого амбары, у кого сенники. сенник – особа кладовка, в сеннике раньше хранилось платье, сундуки.","","Каргоп.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7188","всю одёжу в сенники хронили.","","Няндом.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7189","синник есь, дак вот не отдают.","","Вельск.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7190","петра он нашёл одного в сеннике, только что свахой убранном.","","Ленск.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7191","накосили два синника. был сенник, она провалилась и пала. синник, видишь, мы хлев строили, а наверху-то, вишь, така пристройка.","","Лешук.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7192","сенник-от невеликой, дак сено ишшо и на марах дёржим.","","Мезен.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7193","стайки, сенники-то мы продали колхозу. на повети-то нету больше места, так можно один-от воз и в сенник свалить. сенник на повете, где сено кладут, поветь-то больша. на звозе сенник такой был, запас сена хранили.","","Пинеж.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7194","синник специальной был, сено убирать.","","Плесец.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7195","сено в сеннике лежало. а сенник – место для сена. сенник-от у нас доверху сеном набит, на зиму хватит.","","Устьян.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7196","на сенники корм хранится. он тяжело признял, сенник делал дак.","","Холмог.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7197","а сено им в сеннике хранили.","","Шенк.","сенник (сенник, синник)","2174","Кладовка, сообщающаяся с поветью, где хранилась одежда"
"7198","на кажной пожне сеновалы были. в копны мецут, то в сеновалы увозят.","","Вельск.","сеновал","2175","Помещение под крышей, куда складывали сено"
"7199","корм корове запасали на сеновал.","","Холмог.","сеновал","2175","Помещение под крышей, куда складывали сено"
"7200","чтобы дом не мочил, сено складывали на сеновал.","","Шенк.","сеновал","2175","Помещение под крышей, куда складывали сено"
"7201","это когда в баню заходишь, в коридор холодный перед предбанником, – это и есть сенцы. в сенцах у меня веники. синцы чисто вехотью вымыты. предбанник ещё у нас называют сенцы.","","Вельск.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7202","пойду отдохну в синьци. сенцы – в бани предбанник. полком спала и в сенцах спала.","","Верхнетоем.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7203","синчи хороши сделаны. в синчах раздеваюцца перед тем, как в баню войти. калидор у бани называется синьци.","","Вилег.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7204","холодную воду оставили в сенцах, чтобы не нагрелась. а когда вошли в сенцы, так положили на носилки.","","Каргоп.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7205","веники берёзовые в сенцы всегда сохнут.","","Конош.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7206","жарко будёт, дак двери в синчи открой. в сенцах в бане.","","Котлас.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7207","выбежи в синчи-то. сенцы – это у бани, перед входом в баню. в сенцах отдохни, лавка есть. в сенцах холодна вода. синцы – это перед баней, предбанник значит.","","Красноб.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7208","бани свои были, в сенцах хорошо, прохладно.","","Ленск.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7209","дрова-ти наноси в сенци, дак высохнут скоре, да и запас. как в байну-то зайдёшь, дак первы-то – сенцы. в сенцах дрова дёржим.","","Лешук.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7210","сенцы у нас холодны. погреба нету хранить, дак я в сенцах, и не портятся (продукты). сенци у нас холодны, раздевацца там нельзя.","","Мезен.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7211","где-ко скобкарь-от, в сенцах, наверно.","","Няндом.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7212","ты бы маленьки сенцы срубила.","","Онеж.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7213","возьми веник в сенцах. в сенцях охлаждаюцце и одеваюцце. одевалась в сенцах в холодных, не могла – жарко, еле вышла. оставь веник-то в сенцах. в сенцы вышел с жару, остыл и заболел. больно малы сенцы-ти уж сдела. в сенцах-то дого-то не стой, а то простынёшь. в сенцах мы устроились. быват, мужики-то по дороге идут, мы из сенец выглядывам, хохоцем. окулина-то всё заложает сенцы-то.","","Пинеж.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7214","в бане, как войдёшь, так сенцы.","","Примор.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7215","перва синцы, ничево нет, только лавоцки. в синцах ведро воды стоит, принеси-ко. в сенцах раздеваюцце. сенцы, примоски – сицас колидор. летом жарко, в синчах раздеча можно. в синчах-то поглиди.","","Устьян.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7216","в бани-то полок, лавки кругом, сенцы есь, где раздеваются как заходишь-то, сенцы, а потом баню открываешь. коридор, дак сени ешшо, а то и сенцом зовут. сенцы, у бани-то раздеваться. в баню заходишь в сенцы сначала.","","Холмог.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7217","в сенцах лежат тазы.","","Шенк.","сенцы (сенцы, синцы, синчи)","2176","То же, что сéнки"
"7218","дома обязательно двухэтажные, с синеком и горенкой. синек – там хранили одежду. а на повети ещё синек есь.","","Няндом.","синек","2177","Кладовка, чулан"
"7219","севогуда всё сено из лесу в синик вывозили.","","Вельск.","синик","2178","То же, что сéнник"
"7220","у нас синик бы, сено в нём хранили.","","Конош.","синик","2178","То же, что сéнник"
"7221","кладовка есь, а с другой стороны – синник. а синник – имущество там у нас храницце, приданоё.","","Каргоп.","синник","2179","Холодная комната в пристройке за сенями, в сенях, на повети; чулан"
"7222","в синники ложили зимнюю одежду.","","Конош.","синник","2179","Холодная комната в пристройке за сенями, в сенях, на повети; чулан"
"7223","синницы – где сено клали.","","Плесец.","синницы","2180","То же, что сéнник"
"7224","гувно-то всё на два ската, овины тоже на два ската.","","Виногр.","скат","2181","Форма крыши"
"7225","двор вместе с домом под один скат. овин лабазом крыли, с одним скатом крыша. гумно на охлупень делали с двумя скатами. скатом крыша. у ково-то и лабазом, а теперь больше скатом кроют. под один скат – под одну линейку.","","Холмог.","скат","2181","Форма крыши"
"7226","руцька у двери скобой называецца.","","Верхнетоем.","скоба","2182","Железная ручка у двери в форме буквы П"
"7227","к скобе верёвка вяжется. скобу обухом накрепко забивать-от надо.","","Котлас.","скоба","2182","Железная ручка у двери в форме буквы П"
"7228","ручку у двери скоба иногда зовут.","","Пинеж.","скоба","2182","Железная ручка у двери в форме буквы П"
"7229","эту скобу проходят девки мышоволосы, бабы пустоволосы, мужики, и старики, и маленьки ребятки (загадка отгадка – дверная ручка). моёшь скобу у двири и приговариваёшь (через скобу заговаривали ребёнка). скоба из железа была.","","Плесец.","скоба","2182","Железная ручка у двери в форме буквы П"
"7230","запорную палку засунут в скобы, так ворот не откроешь.","","Устьян.","скоба","2182","Железная ручка у двери в форме буквы П"
"7231","скоба на дверях, скоба железная. скобы – ручки-то у дверей.","","Холмог.","скоба","2182","Железная ручка у двери в форме буквы П"
"7232","скобка вбита в косяк и держит закладку. это закладка на двух скобках.","","Пинеж.","скобка","2183","Часть дверного замка, закрывающего дверь изнутри"
"7233","брёвна здесь скосками, потом крышу делали.","","Плесец.","скосок","2184","Одно из срезанных под углом опорных брёвен фронтона"
"7234","скотня – там, где скот стоял.","","Каргоп.","скотня","2185","Помещение для скота"
